site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
21,1.2106666666666668,1.1360000000000001,1.5146666666666668,1.0826666666666664,1.184,1.4133333333333333,0.8533333333333334,1.2533333333333332,0.9226666666666667,0.976,1.2853333333333337,0.8906666666666667,1.0080000000000002,1.312,1.5093333333333334,1.5253333333333334,1.0826666666666667,1.0240000000000002,0.8853333333333334,1.1946666666666665,0,1.0293333333333334,1.2213333333333334,0.7733333333333334,0.8160000000000001,0.9173333333333333,1.1999999999999997,1.034666666666667,1.0560000000000003,0.9226666666666669,1.376,0.9706666666666668,0.9760000000000002,0.9013333333333334,0.8586666666666668,0.7520000000000001,0.9760000000000002,0.8906666666666666,0.9920000000000001,1.0986666666666667,0.9973333333333333,1.1146666666666665,1.2533333333333334,1.0133333333333334,1.157333333333333,0.6066666666666667,0.6293333333333333,0.9973333333333335,1.136
22,1.1573333333333333,1.584,1.7440000000000002,1.0559999999999998,1.3066666666666664,1.4293333333333336,0.8213333333333335,1.2746666666666666,0.976,1.1946666666666672,0.8000000000000002,0.8960000000000001,1.1146666666666665,1.3333333333333328,1.3013333333333337,1.4080000000000001,1.2000000000000004,0.7946666666666667,0.47466666666666674,0.5386666666666668,1.0293333333333334,0,1.1839999999999997,0.9493333333333333,0.9600000000000002,0.8640000000000001,1.664,1.6053333333333337,1.248,1.056,1.4773333333333332,1.4240000000000004,1.0080000000000002,0.7466666666666666,1.2373333333333336,1.2959999999999998,1.1573333333333335,1.1573333333333335,1.1573333333333335,1.504,1.2000000000000002,0.8693333333333334,0.9973333333333333,1.450666666666667,1.392,0.6840000000000002,1.1466666666666665,1.5040000000000002,1.5253333333333334
23,1.0560000000000003,1.653333333333333,1.0506666666666669,1.5679999999999998,1.4933333333333332,0.46933333333333327,1.3119999999999998,1.3919999999999997,1.173333333333333,1.6053333333333335,1.4453333333333336,0.7679999999999999,1.3013333333333332,1.557333333333333,1.7333333333333334,1.7386666666666666,1.3386666666666667,1.3546666666666665,1.1146666666666667,1.4559999999999997,1.2213333333333334,1.1839999999999997,0,1.1893333333333334,1.0826666666666664,1.3013333333333332,1.8186666666666664,1.0346666666666664,0.8960000000000001,1.296,1.7386666666666666,1.6693333333333331,1.6906666666666665,1.0186666666666668,0.8533333333333335,1.472,1.28,1.1946666666666668,0.5386666666666666,1.0826666666666662,1.605333333333333,1.6053333333333333,1.68,1.2426666666666666,0.8640000000000002,1.0673333333333335,1.1306666666666667,1.5626666666666666,0.9493333333333333
24,0.9706666666666669,1.248,1.690666666666666,1.232,1.4506666666666668,1.2426666666666666,0.6186666666666668,1.2106666666666666,0.9173333333333334,0.8853333333333333,1.2266666666666666,0.8373333333333334,1.2586666666666666,1.4880000000000002,1.5306666666666664,1.610666666666667,1.056,1.072,0.816,1.2373333333333336,0.7733333333333334,0.9493333333333333,1.1893333333333334,0,0.23999999999999996,0.7946666666666667,1.2106666666666668,1.2533333333333336,1.296,1.082666666666667,1.616,0.9493333333333335,1.0773333333333335,0.8906666666666666,0.9920000000000001,0.9760000000000003,1.12,0.8693333333333334,1.146666666666667,1.3333333333333333,1.0026666666666668,1.0346666666666666,1.1893333333333331,1.1253333333333333,1.2373333333333334,0.6006666666666668,0.8266666666666668,1.0293333333333332,1.3386666666666667
25,0.8053333333333336,1.2800000000000002,1.696,1.2053333333333331,1.4666666666666666,1.1733333333333336,0.56,1.1946666666666665,0.9333333333333335,0.9760000000000001,1.2213333333333334,0.7413333333333334,1.2746666666666666,1.4773333333333334,1.4933333333333332,1.5786666666666667,1.098666666666667,1.0346666666666666,0.8266666666666667,1.2266666666666666,0.8160000000000001,0.9600000000000002,1.0826666666666664,0.23999999999999996,0,0.7893333333333334,1.3173333333333332,1.296,1.2693333333333332,1.098666666666667,1.6106666666666665,1.0613333333333335,1.0453333333333337,0.8746666666666667,1.0719999999999998,1.0026666666666668,1.168,0.9813333333333334,1.1733333333333331,1.3973333333333333,1.0666666666666667,0.9866666666666668,1.141333333333333,1.1786666666666668,1.232,0.6273333333333334,0.8373333333333336,1.1786666666666665,1.3493333333333335
26,0.8853333333333333,1.2533333333333334,1.4773333333333334,0.9013333333333333,1.3706666666666667,1.349333333333333,0.7573333333333334,1.2373333333333334,0.8320000000000002,0.96,0.9493333333333335,0.7786666666666667,1.0186666666666668,1.3600000000000003,1.232,1.2053333333333334,0.9973333333333333,0.912,0.688,0.9440000000000001,0.9173333333333333,0.8640000000000001,1.3013333333333332,0.7946666666666667,0.7893333333333334,0,1.4986666666666664,1.3493333333333333,0.9866666666666667,0.7199999999999999,1.5520000000000003,1.2479999999999998,0.9226666666666667,0.6240000000000001,0.9973333333333336,1.0666666666666673,0.9173333333333333,0.8320000000000001,0.9333333333333337,1.328,1.0186666666666666,0.8640000000000001,1.04,1.2426666666666668,1.1306666666666667,0.5655555555555557,0.7946666666666666,1.4026666666666665,1.2693333333333334
27,1.7066666666666666,0.88,1.6746666666666665,1.632,1.9146666666666667,1.8239999999999998,1.4346666666666665,1.84,1.3919999999999997,0.8960000000000001,1.6906666666666665,1.5999999999999999,1.68,1.92,1.6,1.7120000000000002,1.3386666666666667,1.7439999999999998,1.5573333333333332,1.6533333333333333,1.1999999999999997,1.664,1.8186666666666664,1.2106666666666668,1.3173333333333332,1.4986666666666664,0,1.1519999999999997,1.5306666666666664,1.728,1.8933333333333333,0.5653333333333332,1.4613333333333332,1.450666666666667,1.344,0.9013333333333333,1.552,1.2426666666666664,1.5839999999999996,1.1786666666666665,1.264,1.4986666666666668,1.6426666666666663,0.7946666666666669,1.3493333333333335,1.3675555555555556,1.2853333333333334,0.32000000000000006,1.4346666666666665
28,1.5626666666666669,0.9973333333333335,0.7893333333333336,1.4346666666666668,1.9040000000000001,1.0133333333333334,1.3653333333333333,1.7706666666666668,1.072,0.9866666666666671,1.6159999999999999,1.44,1.5893333333333335,1.856,1.4773333333333332,1.4453333333333334,1.0026666666666666,1.530666666666667,1.5146666666666666,1.584,1.034666666666667,1.6053333333333337,1.0346666666666664,1.2533333333333336,1.296,1.3493333333333333,1.1519999999999997,0,0.7413333333333333,1.5306666666666668,1.8773333333333335,1.1253333333333337,1.408,1.1039999999999999,0.7306666666666668,1.1680000000000001,1.3226666666666669,0.8480000000000002,0.7413333333333336,0.48,1.1413333333333333,1.408,1.5466666666666666,0.7093333333333336,0.49066666666666675,1.1586666666666665,1.0293333333333334,1.2373333333333332,0.47999999999999987
29,1.3760000000000001,1.248,1.0293333333333337,0.9600000000000001,1.4453333333333334,1.1253333333333333,1.0666666666666667,1.3653333333333333,0.816,1.1840000000000002,1.450666666666667,1.0719999999999998,1.2639999999999998,1.3653333333333333,1.4293333333333333,1.4346666666666665,0.8906666666666666,1.0079999999999998,1.2160000000000002,1.5626666666666673,1.0560000000000003,1.248,0.8960000000000001,1.296,1.2693333333333332,0.9866666666666667,1.5306666666666664,0.7413333333333333,0,1.1840000000000002,1.4240000000000002,1.2533333333333334,1.0719999999999998,1.1253333333333335,0.7466666666666666,1.3653333333333335,1.0293333333333332,0.9493333333333336,0.6880000000000003,0.7840000000000001,1.1520000000000001,0.9440000000000002,1.0773333333333333,0.9066666666666667,0.37333333333333335,1.0671111111111111,1.0453333333333332,1.6106666666666667,0.7626666666666667
30,0.9546666666666667,1.3866666666666672,1.5680000000000003,0.9493333333333333,0.9333333333333332,1.3226666666666669,1.1040000000000003,1.0293333333333334,1.1306666666666665,1.3813333333333337,1.2160000000000002,0.7466666666666666,0.848,0.9706666666666666,1.5413333333333334,1.3173333333333335,1.2533333333333334,0.8693333333333332,0.9226666666666665,1.1093333333333333,0.9226666666666669,1.056,1.296,1.082666666666667,1.098666666666667,0.7199999999999999,1.728,1.5306666666666668,1.1840000000000002,0,1.114666666666667,1.4400000000000002,1.1573333333333333,0.928,1.2106666666666666,1.2373333333333336,0.6666666666666669,1.024,1.024,1.5680000000000003,1.2693333333333336,1.0453333333333334,1.264,1.4666666666666668,1.3813333333333337,0.8657777777777778,1.008,1.5573333333333335,1.3600000000000005
31,1.7546666666666666,1.8880000000000001,1.9306666666666668,1.1039999999999999,0.28800000000000003,1.824,1.4826666666666666,1.1893333333333334,1.5306666666666664,1.7813333333333337,1.7546666666666666,1.408,0.9226666666666667,0.5279999999999999,1.9200000000000002,1.8506666666666667,1.552,1.1893333333333334,1.6266666666666667,1.7653333333333332,1.376,1.4773333333333332,1.7386666666666666,1.616,1.6106666666666665,1.5520000000000003,1.8933333333333333,1.8773333333333335,1.4240000000000002,1.114666666666667,0,1.6320000000000001,1.3386666666666667,1.7653333333333334,1.7653333333333334,1.728,1.0133333333333332,1.6960000000000002,1.76,1.8026666666666666,1.6213333333333333,1.2693333333333336,1.3386666666666664,1.8720000000000006,1.6159999999999999,1.5335555555555556,1.5626666666666669,1.834666666666667,1.7226666666666668
32,1.552,0.9386666666666668,1.6906666666666668,1.392,1.6159999999999999,1.7066666666666666,1.152,1.5306666666666666,1.1413333333333333,0.8,1.5306666666666666,1.349333333333333,1.424,1.6320000000000001,1.6959999999999997,1.7066666666666666,1.0613333333333335,1.4666666666666668,1.3386666666666667,1.6693333333333338,0.9706666666666668,1.4240000000000004,1.6693333333333331,0.9493333333333335,1.0613333333333335,1.2479999999999998,0.5653333333333332,1.1253333333333337,1.2533333333333334,1.4400000000000002,1.6320000000000001,0,1.2266666666666668,1.3493333333333333,1.3120000000000003,0.8106666666666668,1.2746666666666664,1.088,1.5146666666666666,1.1413333333333333,1.0133333333333334,1.184,1.3813333333333333,0.8266666666666668,1.184,1.1382222222222222,1.0133333333333334,0.608,1.296
33,1.2586666666666668,1.413333333333333,1.6800000000000002,0.6613333333333333,1.3600000000000003,1.7439999999999996,0.6773333333333332,1.3066666666666666,1.0186666666666666,0.8906666666666668,0.8959999999999999,1.1786666666666665,1.248,1.4613333333333336,0.8,1.2533333333333332,1.1093333333333333,0.7466666666666667,1.072,1.248,0.9760000000000002,1.0080000000000002,1.6906666666666665,1.0773333333333335,1.0453333333333337,0.9226666666666667,1.4613333333333332,1.408,1.0719999999999998,1.1573333333333333,1.3386666666666667,1.2266666666666668,0,1.0986666666666665,1.402666666666667,1.2106666666666668,1.1093333333333335,1.1413333333333338,1.456,1.3599999999999999,1.0666666666666664,0.5760000000000001,0.9120000000000001,1.2800000000000002,1.2213333333333336,0.9395555555555556,1.1733333333333336,1.5520000000000003,1.4560000000000002
34,1.0186666666666664,1.152,1.2746666666666666,1.2053333333333331,1.568,1.1680000000000001,0.8480000000000001,1.5199999999999998,0.96,0.9173333333333333,0.8106666666666666,0.8213333333333332,1.1733333333333333,1.568,1.2266666666666666,1.264,1.056,1.0186666666666664,0.6560000000000002,0.7733333333333332,0.9013333333333334,0.7466666666666666,1.0186666666666668,0.8906666666666666,0.8746666666666667,0.6240000000000001,1.450666666666667,1.1039999999999999,1.1253333333333335,0.928,1.7653333333333334,1.3493333333333333,1.0986666666666665,0,0.6986666666666669,1.0773333333333333,0.9866666666666667,0.5973333333333335,0.7040000000000003,1.1199999999999999,1.0986666666666667,1.0453333333333332,1.2,0.9706666666666668,1.0773333333333333,0.4313333333333334,0.9066666666666666,1.2639999999999998,1.056
