site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
35,1.2693333333333339,1.0880000000000003,1.0613333333333337,1.4080000000000001,1.5999999999999999,1.0026666666666666,1.1520000000000001,1.536,0.8266666666666669,1.1786666666666668,1.3760000000000001,1.0773333333333333,1.3013333333333335,1.5786666666666667,1.5200000000000002,1.546666666666667,1.0773333333333335,1.2640000000000002,1.1466666666666667,1.328,0.8586666666666668,1.2373333333333336,0.8533333333333335,0.9920000000000001,1.0719999999999998,0.9973333333333336,1.344,0.7306666666666668,0.7466666666666666,1.2106666666666666,1.7653333333333334,1.3120000000000003,1.402666666666667,0.6986666666666669,0,1.0026666666666668,0.9919999999999999,0.6666666666666669,0.49599999999999994,0.7946666666666669,1.1840000000000002,1.408,1.4986666666666666,0.6986666666666668,0.7146666666666669,0.7964444444444446,0.8426666666666669,1.1733333333333336,0.7306666666666667
36,1.0773333333333333,0.8746666666666667,1.7226666666666668,1.3333333333333337,1.5786666666666667,1.4666666666666666,0.9866666666666667,1.3813333333333333,1.184,1.0506666666666666,1.258666666666667,1.2053333333333334,1.3920000000000001,1.5893333333333333,1.4133333333333333,1.4666666666666668,1.3333333333333335,1.2853333333333334,1.1466666666666665,1.2799999999999998,0.7520000000000001,1.2959999999999998,1.472,0.9760000000000003,1.0026666666666668,1.0666666666666673,0.9013333333333333,1.1680000000000001,1.3653333333333335,1.2373333333333336,1.728,0.8106666666666668,1.2106666666666668,1.0773333333333333,1.0026666666666668,0,1.344,1.114666666666667,1.1466666666666665,1.12,1.1413333333333333,1.3333333333333335,1.4826666666666666,0.8373333333333335,1.3813333333333333,0.9322222222222223,0.7253333333333335,0.7946666666666667,1.2906666666666673
37,1.3706666666666667,1.3920000000000003,1.4613333333333338,1.008,0.9173333333333332,1.3653333333333335,1.072,1.104,1.0026666666666668,1.3546666666666671,1.2053333333333334,0.7093333333333333,0.672,0.8800000000000001,1.6266666666666667,1.4880000000000002,1.0026666666666666,1.0026666666666666,1.04,1.4666666666666663,0.9760000000000002,1.1573333333333335,1.28,1.12,1.168,0.9173333333333333,1.552,1.3226666666666669,1.0293333333333332,0.6666666666666669,1.0133333333333332,1.2746666666666664,1.1093333333333335,0.9866666666666667,0.9919999999999999,1.344,0,0.9653333333333334,1.0933333333333333,1.2853333333333334,1.12,0.9706666666666667,1.2053333333333334,1.2906666666666669,1.1306666666666667,0.9246666666666666,0.96,1.4400000000000002,1.2586666666666668
38,1.125333333333333,0.8533333333333335,1.1306666666666667,1.1466666666666665,1.6640000000000004,1.2853333333333332,1.0986666666666667,1.6586666666666667,1.0346666666666666,0.7893333333333336,1.2160000000000002,1.0986666666666667,1.3333333333333335,1.6373333333333333,1.424,1.3333333333333335,0.9973333333333334,1.3066666666666669,1.024,1.2853333333333332,0.8906666666666666,1.1573333333333335,1.1946666666666668,0.8693333333333334,0.9813333333333334,0.8320000000000001,1.2426666666666664,0.8480000000000002,0.9493333333333336,1.024,1.6960000000000002,1.088,1.1413333333333338,0.5973333333333335,0.6666666666666669,1.114666666666667,0.9653333333333334,0,0.7840000000000001,0.8800000000000001,0.8586666666666667,1.1360000000000001,1.2586666666666668,0.6986666666666668,0.9013333333333334,0.6724444444444445,0.9013333333333333,1.2213333333333336,0.7573333333333333
39,1.0773333333333333,1.1893333333333334,0.7573333333333335,1.3920000000000001,1.5626666666666669,0.7146666666666668,1.2000000000000002,1.4986666666666664,0.9546666666666668,1.296,1.3173333333333332,0.9333333333333336,1.2586666666666666,1.5733333333333333,1.5466666666666669,1.4133333333333333,1.1146666666666671,1.2533333333333334,1.0453333333333337,1.3226666666666667,0.9920000000000001,1.1573333333333335,0.5386666666666666,1.146666666666667,1.1733333333333331,0.9333333333333337,1.5839999999999996,0.7413333333333336,0.6880000000000003,1.024,1.76,1.5146666666666666,1.456,0.7040000000000003,0.49599999999999994,1.1466666666666665,1.0933333333333333,0.7840000000000001,0,0.8106666666666668,1.376,1.4400000000000002,1.4719999999999995,0.9546666666666668,0.6453333333333335,0.8393333333333333,0.970666666666667,1.4026666666666665,0.6346666666666668
40,1.552,1.0133333333333334,0.9386666666666669,1.2586666666666666,1.8506666666666667,1.0773333333333333,1.381333333333333,1.4613333333333332,1.1093333333333335,0.992,1.5840000000000007,1.4453333333333331,1.6266666666666665,1.7919999999999998,1.5040000000000002,1.5093333333333332,0.8746666666666667,1.4026666666666667,1.4773333333333336,1.6053333333333337,1.0986666666666667,1.504,1.0826666666666662,1.3333333333333333,1.3973333333333333,1.328,1.1786666666666665,0.48,0.7840000000000001,1.5680000000000003,1.8026666666666666,1.1413333333333333,1.3599999999999999,1.1199999999999999,0.7946666666666669,1.12,1.2853333333333334,0.8800000000000001,0.8106666666666668,0,0.8160000000000001,1.408,1.2693333333333334,0.672,0.6666666666666667,1.1693333333333331,1.0026666666666666,1.248,0.6453333333333332
41,1.3226666666666669,1.1413333333333335,1.6053333333333335,1.0186666666666666,1.6693333333333333,1.6533333333333333,1.0613333333333332,1.216,0.96,0.8853333333333333,1.2853333333333337,1.2,1.4506666666666665,1.5893333333333335,1.4453333333333331,1.3493333333333333,0.8533333333333332,1.1626666666666667,1.0826666666666669,1.4453333333333334,0.9973333333333333,1.2000000000000002,1.605333333333333,1.0026666666666668,1.0666666666666667,1.0186666666666666,1.264,1.1413333333333333,1.1520000000000001,1.2693333333333336,1.6213333333333333,1.0133333333333334,1.0666666666666664,1.0986666666666667,1.1840000000000002,1.1413333333333333,1.12,0.8586666666666667,1.376,0.8160000000000001,0,0.9866666666666666,0.6719999999999999,1.008,1.1626666666666665,0.9302222222222222,1.0026666666666666,1.3173333333333335,1.2320000000000004
42,1.2480000000000002,1.4400000000000002,1.7066666666666668,0.7306666666666666,1.2693333333333334,1.6853333333333336,0.64,1.1413333333333333,0.896,0.9493333333333335,0.9119999999999999,0.9973333333333334,1.1733333333333336,1.0773333333333335,1.1306666666666665,1.2213333333333334,1.0186666666666668,0.6240000000000001,0.9386666666666666,1.130666666666667,1.1146666666666665,0.8693333333333334,1.6053333333333333,1.0346666666666666,0.9866666666666668,0.8640000000000001,1.4986666666666668,1.408,0.9440000000000002,1.0453333333333334,1.2693333333333336,1.184,0.5760000000000001,1.0453333333333332,1.408,1.3333333333333335,0.9706666666666667,1.1360000000000001,1.4400000000000002,1.408,0.9866666666666666,0,0.5813333333333334,1.317333333333334,1.1039999999999999,0.9502222222222222,1.2106666666666668,1.5200000000000002,1.4666666666666666
43,1.408,1.5413333333333332,1.7386666666666666,0.816,1.392,1.7439999999999998,0.8959999999999999,1.0453333333333332,1.0879999999999999,1.1306666666666667,1.264,1.1946666666666665,1.3119999999999998,1.1626666666666665,1.381333333333333,1.381333333333333,1.0079999999999998,0.864,1.1093333333333333,1.3226666666666669,1.2533333333333334,0.9973333333333333,1.68,1.1893333333333331,1.141333333333333,1.04,1.6426666666666663,1.5466666666666666,1.0773333333333333,1.264,1.3386666666666664,1.3813333333333333,0.9120000000000001,1.2,1.4986666666666666,1.4826666666666666,1.2053333333333334,1.2586666666666668,1.4719999999999995,1.2693333333333334,0.6719999999999999,0.5813333333333334,0,1.4506666666666668,1.2639999999999998,1.0088888888888887,1.344,1.6799999999999997,1.488
44,1.4773333333333334,0.6773333333333336,1.1893333333333331,1.349333333333334,1.8933333333333335,1.3813333333333333,1.2586666666666666,1.808,0.96,0.8586666666666668,1.5093333333333336,1.4133333333333338,1.6373333333333335,1.8773333333333335,1.4133333333333333,1.4240000000000004,1.1466666666666667,1.418666666666667,1.3386666666666667,1.5360000000000005,1.0133333333333334,1.450666666666667,1.2426666666666666,1.1253333333333333,1.1786666666666668,1.2426666666666668,0.7946666666666669,0.7093333333333336,0.9066666666666667,1.4666666666666668,1.8720000000000006,0.8266666666666668,1.2800000000000002,0.9706666666666668,0.6986666666666668,0.8373333333333335,1.2906666666666669,0.6986666666666668,0.9546666666666668,0.672,1.008,1.317333333333334,1.4506666666666668,0,0.7680000000000001,1.0413333333333332,1.072,0.8746666666666668,0.9493333333333334
45,1.4186666666666667,1.1733333333333333,0.9013333333333333,1.1786666666666668,1.6480000000000001,1.0666666666666667,1.1946666666666663,1.5573333333333332,0.7146666666666666,1.0400000000000003,1.4986666666666668,1.248,1.4026666666666665,1.5626666666666666,1.4773333333333334,1.4773333333333334,0.8266666666666668,1.264,1.2960000000000003,1.6106666666666667,1.157333333333333,1.392,0.8640000000000002,1.2373333333333334,1.232,1.1306666666666667,1.3493333333333335,0.49066666666666675,0.37333333333333335,1.3813333333333337,1.6159999999999999,1.184,1.2213333333333336,1.0773333333333333,0.7146666666666669,1.3813333333333333,1.1306666666666667,0.9013333333333334,0.6453333333333335,0.6666666666666667,1.1626666666666665,1.1039999999999999,1.2639999999999998,0.7680000000000001,0,1.1617777777777778,1.0986666666666667,1.4293333333333331,0.64
46,0.9986666666666665,1.0762222222222222,1.4488888888888891,0.9842222222222223,1.3415555555555556,1.2666666666666668,0.6231111111111112,1.2544444444444443,0.862,0.8526666666666668,0.9933333333333335,0.6806666666666666,0.9777777777777776,1.3506666666666665,1.3633333333333337,1.4124444444444442,1.0231111111111113,0.864888888888889,0.5817777777777777,0.9546666666666667,0.6066666666666667,0.6840000000000002,1.0673333333333335,0.6006666666666668,0.6273333333333334,0.5655555555555557,1.3675555555555556,1.1586666666666665,1.0671111111111111,0.8657777777777778,1.5335555555555556,1.1382222222222222,0.9395555555555556,0.4313333333333334,0.7964444444444446,0.9322222222222223,0.9246666666666666,0.6724444444444445,0.8393333333333333,1.1693333333333331,0.9302222222222222,0.9502222222222222,1.0088888888888887,1.0413333333333332,1.1617777777777778,0,0.6422222222222222,1.1435555555555554,1.0473333333333334
47,0.9866666666666669,1.114666666666667,1.5093333333333332,1.1786666666666665,1.4026666666666665,1.1733333333333331,0.8319999999999999,1.1306666666666667,0.9066666666666666,1.0666666666666667,1.3440000000000003,0.8426666666666668,0.9760000000000002,1.3920000000000001,1.562666666666667,1.6533333333333335,0.9813333333333333,1.1573333333333335,0.9813333333333336,1.3439999999999996,0.6293333333333333,1.1466666666666665,1.1306666666666667,0.8266666666666668,0.8373333333333336,0.7946666666666666,1.2853333333333334,1.0293333333333334,1.0453333333333332,1.008,1.5626666666666669,1.0133333333333334,1.1733333333333336,0.9066666666666666,0.8426666666666669,0.7253333333333335,0.96,0.9013333333333333,0.970666666666667,1.0026666666666666,1.0026666666666666,1.2106666666666668,1.344,1.072,1.0986666666666667,0.6422222222222222,0,1.1573333333333335,1.0453333333333334
48,1.5946666666666667,0.9706666666666668,1.653333333333333,1.7120000000000002,1.6746666666666665,1.5786666666666662,1.3173333333333332,1.648,1.258666666666667,1.0240000000000005,1.5733333333333337,1.4826666666666668,1.4880000000000002,1.6799999999999997,1.7760000000000002,1.8613333333333333,1.3386666666666664,1.6106666666666667,1.4133333333333333,1.5680000000000003,0.9973333333333335,1.5040000000000002,1.5626666666666666,1.0293333333333332,1.1786666666666665,1.4026666666666665,0.32000000000000006,1.2373333333333332,1.6106666666666667,1.5573333333333335,1.834666666666667,0.608,1.5520000000000003,1.2639999999999998,1.1733333333333336,0.7946666666666667,1.4400000000000002,1.2213333333333336,1.4026666666666665,1.248,1.3173333333333335,1.5200000000000002,1.6799999999999997,0.8746666666666668,1.4293333333333331,1.1435555555555554,1.1573333333333335,0,1.402666666666667
49,1.4400000000000002,0.9866666666666667,0.6133333333333333,1.3813333333333335,1.7333333333333334,0.9173333333333333,1.402666666666667,1.6800000000000002,1.216,1.1413333333333333,1.6586666666666667,1.3653333333333333,1.4560000000000002,1.6800000000000002,1.632,1.5520000000000003,1.1466666666666667,1.5520000000000003,1.4720000000000006,1.722666666666667,1.136,1.5253333333333334,0.9493333333333333,1.3386666666666667,1.3493333333333335,1.2693333333333334,1.4346666666666665,0.47999999999999987,0.7626666666666667,1.3600000000000005,1.7226666666666668,1.296,1.4560000000000002,1.056,0.7306666666666667,1.2906666666666673,1.2586666666666668,0.7573333333333333,0.6346666666666668,0.6453333333333332,1.2320000000000004,1.4666666666666666,1.488,0.9493333333333334,0.64,1.0473333333333334,1.0453333333333334,1.402666666666667,0
